Interaction ID,LR Pair,Ligand_gene,Receptor_gene,Evidence,AI summary,Ligand_aliases,Receptor_aliases,Ligand ZFIN ID,Receptor ZFIN ID,Ligand ENSEMBL ID,Receptor ENSEMBL ID,Ligand Location,Receptor Location
CDB15:0001546,vegfc flt4,vegfc,flt4,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-vegfc%20flt4-based-on-Pubmed-ID-12881528,%2016530705,%2027159393,%208617204,%208700872-in-zebrafish",vegfc,"flt4 (fms related receptor tyrosine kinase 4, cb1059), flt4 (fms related receptor tyrosine kinase 4, expando), flt4 (fms related receptor tyrosine kinase 4, VEGFR3)",ZDB-GENE-040303-4,ZDB-GENE-980526-326,ENSDARG00000069640,ENSDARG00000104453,secreted,cell membrane
CDB15:0001547,vegfc itga9,vegfc,itga9,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-vegfc%20itga9-based-on-Pubmed-ID-15590642-in-zebrafish,vegfc,"itga9 (integrin, alpha 9, zgc:63474)",ZDB-GENE-040303-4,ZDB-GENE-040426-1129,ENSDARG00000069640,ENSDARG00000032435,secreted,cell membrane
CDB15:0001548,vegfc itgb1a,vegfc,itgb1a,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-vegfc%20itgb1a-based-on-Pubmed-ID-15590642-in-zebrafish,vegfc,"itgb1a (integrin, beta 1a, beta1-1)",ZDB-GENE-040303-4,ZDB-GENE-060803-2,ENSDARG00000069640,ENSDARG00000071863,secreted,cell membrane
CDB15:0001549,vegfc kdr,vegfc,kdr,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-vegfc%20kdr-based-on-Pubmed-ID-11332691,%208617204-in-zebrafish",vegfc,"kdr (kinase insert domain receptor (a type III receptor tyrosine kinase), kdrb), kdr (kinase insert domain receptor (a type III receptor tyrosine kinase), si:busm1-205d10.1), kdr (kinase insert domain receptor (a type III receptor tyrosine kinase), si:ch211-254j6.1), kdr (kinase insert domain receptor (a type III receptor tyrosine kinase), si:ch211-278f21.4), kdr (kinase insert domain receptor (a type III receptor tyrosine kinase), vegfr2b)",ZDB-GENE-040303-4,ZDB-GENE-041001-112,ENSDARG00000069640,ENSDARG00000017321,secreted,cell membrane
CDB15:0001550,vegfc nrp2b,vegfc,nrp2b,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-vegfc%20nrp2b-based-on-Pubmed-ID-16816121,%2025752543-in-zebrafish",vegfc,"nrp2b (neuropilin 2b, id:ibd2759), nrp2b (neuropilin 2b, npn-2B), nrp2b (neuropilin 2b, sb:cb513)",ZDB-GENE-040303-4,ZDB-GENE-040611-3,ENSDARG00000069640,ENSDARG00000038446,secreted,cell membrane
CDB15:0001551,vim cd44b,vim,cd44b,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-vim%20cd44b-based-on-Pubmed-ID-22216242-in-zebrafish,"vim (vimentin, cb28)","cd44b (CD44 molecule (IN blood group) b, cd44c)",ZDB-GENE-011212-3,ZDB-GENE-110429-2,ENSDARG00000010008,ENSDARG00000089892,cell membrane,cell membrane
CDB15:0001552,vipb adcyap1r1a,vipb,adcyap1r1a,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-vipb%20adcyap1r1a-based-on-Pubmed-ID-10583729,%208146174-in-zebrafish","vipb (vasoactive intestinal peptide b, im:7156614), vipb (vasoactive intestinal peptide b, VIP2)","adcyap1r1a (adenylate cyclase activating polypeptide 1a (pituitary) receptor type I, adcyap1r1), adcyap1r1a (adenylate cyclase activating polypeptide 1a (pituitary) receptor type I, pac1), adcyap1r1a (adenylate cyclase activating polypeptide 1a (pituitary) receptor type I, PAC1a-R), adcyap1r1a (adenylate cyclase activating polypeptide 1a (pituitary) receptor type I, PAC1B), adcyap1r1a (adenylate cyclase activating polypeptide 1a (pituitary) receptor type I, PAC1R), adcyap1r1a (adenylate cyclase activating polypeptide 1a (pituitary) receptor type I, PAC1 receptor)",ZDB-GENE-080225-22,ZDB-GENE-050315-1,ENSDARG00000079443,ENSDARG00000105201,secreted,cell membrane
CDB15:0001553,vipb npr3,vipb,npr3,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-vipb%20npr3-based-on-Pubmed-ID-16723209-in-zebrafish,"vipb (vasoactive intestinal peptide b, im:7156614), vipb (vasoactive intestinal peptide b, VIP2)","npr3 (natriuretic peptide receptor 3, im:7138418), npr3 (natriuretic peptide receptor 3, si:dkey-199l1.2), npr3 (natriuretic peptide receptor 3, zgc:158440)",ZDB-GENE-080225-22,ZDB-GENE-060531-91,ENSDARG00000079443,ENSDARG00000035253,secreted,cell membrane
CDB15:0001554,vipb sctr,vipb,sctr,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-vipb%20sctr-based-on-Pubmed-ID-1646711-in-zebrafish,"vipb (vasoactive intestinal peptide b, im:7156614), vipb (vasoactive intestinal peptide b, VIP2)",sctr,ZDB-GENE-080225-22,ZDB-GENE-220329-1,ENSDARG00000079443,ENSDARG00000101077,secreted,cell membrane
CDB15:0001555,vipb vipr1a,vipb,vipr1a,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-vipb%20vipr1a-based-on-Pubmed-ID-10801840,%2011027527,%2011931347,%2015247290,%2016930633,%208074647,%208390245,%208791009,%209152366,%209437714,%209454823,%209726637,%209928018-in-zebrafish","vipb (vasoactive intestinal peptide b, im:7156614), vipb (vasoactive intestinal peptide b, VIP2)","vipr1a (vasoactive intestinal peptide receptor 1a, si:dkey-29d8.1), vipr1a (vasoactive intestinal peptide receptor 1a, VPAC1R)",ZDB-GENE-080225-22,ZDB-GENE-070912-506,ENSDARG00000079443,ENSDARG00000028878,secreted,cell membrane
CDB15:0001556,vipb vipr2,vipb,vipr2,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-vipb%20vipr2-based-on-Pubmed-ID-10570056,%2010801840,%2011931347,%2016930633,%209152366,%209437714,%209454823,%209726637,%209928018-in-zebrafish","vipb (vasoactive intestinal peptide b, im:7156614), vipb (vasoactive intestinal peptide b, VIP2)","vipr2 (vasoactive intestinal peptide receptor 2, pacap), vipr2 (vasoactive intestinal peptide receptor 2, PHI-R), vipr2 (vasoactive intestinal peptide receptor 2, PHIR), vipr2 (vasoactive intestinal peptide receptor 2, VPAC2), vipr2 (vasoactive intestinal peptide receptor 2, vpac2-R), vipr2 (vasoactive intestinal peptide receptor 2, VPAC2R)",ZDB-GENE-080225-22,ZDB-GENE-010406-4,ENSDARG00000079443,ENSDARG00000012353,secreted,cell membrane
CDB15:0001557,vtna itga2b,vtna,itga2b,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-vtna%20itga2b-based-on-Pubmed-ID-1692034-in-zebrafish,"vtna (vitronectin a, zgc:112277)","itga2b (integrin, alpha 2b, CD41), itga2b (integrin, alpha 2b, GPIIb), itga2b (integrin, alpha 2b, si:dkey-27b3.6)",ZDB-GENE-050522-440,ZDB-GENE-051031-1,ENSDARG00000055388,ENSDARG00000018687,secreted,cell membrane
CDB15:0001558,vtna itga5,vtna,itga5,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-vtna%20itga5-based-on-Pubmed-ID-11331280-in-zebrafish,"vtna (vitronectin a, zgc:112277)","itga5 (integrin, alpha 5 (fibronectin receptor, alpha polypeptide), before eight), itga5 (integrin, alpha 5 (fibronectin receptor, alpha polypeptide), bfe), itga5 (integrin, alpha 5 (fibronectin receptor, alpha polypeptide), sb:cb665), itga5 (integrin, alpha 5 (fibronectin receptor, alpha polypeptide), wu:fe02h07)",ZDB-GENE-050522-440,ZDB-GENE-031116-52,ENSDARG00000055388,ENSDARG00000006353,secreted,cell membrane
CDB15:0001559,vtna itga8,vtna,itga8,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-vtna%20itga8-based-on-Pubmed-ID-7559467-in-zebrafish,"vtna (vitronectin a, zgc:112277)","itga8 (integrin, alpha 8, zgc:172265)",ZDB-GENE-050522-440,ZDB-GENE-080220-48,ENSDARG00000055388,ENSDARG00000078717,secreted,cell membrane
CDB15:0001560,vtna itgav,vtna,itgav,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-vtna%20itgav-based-on-Pubmed-ID-11156415,%201532572,%201693626,%201694173,%2018599809,%2023154389,%2033526813-in-zebrafish","vtna (vitronectin a, zgc:112277)","itgav (integrin, alpha V, zgc:136222)",ZDB-GENE-050522-440,ZDB-GENE-060616-382,ENSDARG00000055388,ENSDARG00000006314,secreted,cell membrane
CDB15:0001561,vtna itgb1a,vtna,itgb1a,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-vtna%20itgb1a-based-on-Pubmed-ID-7559467-in-zebrafish,"vtna (vitronectin a, zgc:112277)","itgb1a (integrin, beta 1a, beta1-1)",ZDB-GENE-050522-440,ZDB-GENE-060803-2,ENSDARG00000055388,ENSDARG00000071863,secreted,cell membrane
CDB15:0001562,vtna itgb3b,vtna,itgb3b,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-vtna%20itgb3b-based-on-Pubmed-ID-11331280,%201692034,%201693626-in-zebrafish","vtna (vitronectin a, zgc:112277)","itgb3b (integrin beta 3b, integrin beta 3.1), itgb3b (integrin beta 3b, itgb3.1)",ZDB-GENE-050522-440,ZDB-GENE-071207-2,ENSDARG00000055388,ENSDARG00000045070,secreted,cell membrane
CDB15:0001563,vtna itgb5,vtna,itgb5,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-vtna%20itgb5-based-on-Pubmed-ID-1532572,%201694173,%2018599809-in-zebrafish","vtna (vitronectin a, zgc:112277)","itgb5 (integrin, beta 5, wu:fi30h12)",ZDB-GENE-050522-440,ZDB-GENE-030131-6022,ENSDARG00000055388,ENSDARG00000012942,secreted,cell membrane
CDB15:0001564,vtna itgb6,vtna,itgb6,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-vtna%20itgb6-based-on-Pubmed-ID-33526813-in-zebrafish,"vtna (vitronectin a, zgc:112277)","itgb6 (integrin, beta 6, im:7165241)",ZDB-GENE-050522-440,ZDB-GENE-100812-2,ENSDARG00000055388,ENSDARG00000002494,secreted,cell membrane
CDB15:0001565,vtna itgb8,vtna,itgb8,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-vtna%20itgb8-based-on-Pubmed-ID-11156415-in-zebrafish,"vtna (vitronectin a, zgc:112277)","itgb8 (integrin, beta 8, si:ch1073-83d9.2)",ZDB-GENE-050522-440,ZDB-GENE-071213-3,ENSDARG00000055388,ENSDARG00000028222,secreted,cell membrane
CDB15:0001566,vtna ly6m5,vtna,ly6m5,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-vtna%20ly6m5-based-on-Pubmed-ID-8830783-in-zebrafish,"vtna (vitronectin a, zgc:112277)","ly6m5 (lymphocyte antigen 6 family member M5, ly21.5), ly6m5 (lymphocyte antigen 6 family member M5, si:ch211-134a4.4)",ZDB-GENE-050522-440,ZDB-GENE-131127-265,ENSDARG00000055388,ENSDARG00000099332,secreted,cell membrane
CDB15:0001567,vtna pvrl2l,vtna,pvrl2l,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-vtna%20pvrl2l-based-on-Pubmed-ID-11437656-in-zebrafish,"vtna (vitronectin a, zgc:112277)","pvrl2l (PVR cell adhesion molecule related 2 like, si:dkey-225e11.1)",ZDB-GENE-050522-440,ZDB-GENE-060503-249,ENSDARG00000055388,ENSDARG00000063390,secreted,cell membrane
CDB15:0001568,vwf gp1ba,vwf,gp1ba,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-vwf%20gp1ba-based-on-Pubmed-ID-12087105,%2012183630,%206336654-in-zebrafish","vwf (von Willebrand factor, si:ch1073-474e24.1)","gp1ba (glycoprotein Ib platelet subunit alpha, zmp:0000000895)",ZDB-GENE-070103-1,ZDB-GENE-130530-898,ENSDARG00000077231,,secreted,cell membrane
CDB15:0001569,vwf itga2b,vwf,itga2b,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-vwf%20itga2b-based-on-Pubmed-ID-1737795-in-zebrafish,"vwf (von Willebrand factor, si:ch1073-474e24.1)","itga2b (integrin, alpha 2b, CD41), itga2b (integrin, alpha 2b, GPIIb), itga2b (integrin, alpha 2b, si:dkey-27b3.6)",ZDB-GENE-070103-1,ZDB-GENE-051031-1,ENSDARG00000077231,ENSDARG00000018687,secreted,cell membrane
CDB15:0001570,vwf selp,vwf,selp,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-vwf%20selp-based-on-Pubmed-ID-16418330-in-zebrafish,"vwf (von Willebrand factor, si:ch1073-474e24.1)","selp (selectin P, si:ch211-260g14.4)",ZDB-GENE-070103-1,ZDB-GENE-110107-2,ENSDARG00000077231,ENSDARG00000042138,secreted,cell membrane
CDB15:0001571,wnt11f2 fzd7b,wnt11f2,fzd7b,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-wnt11f2%20fzd7b-based-on-Pubmed-ID-10862746-in-zebrafish,"wnt11f2 (wnt 11, family member 2, cb748), wnt11f2 (wnt 11, family member 2, silberblick), wnt11f2 (wnt 11, family member 2, slb), wnt11f2 (wnt 11, family member 2, wnt11)","fzd7b (frizzled class receptor 7b, fb38g02), fzd7b (frizzled class receptor 7b, fc44b09), fzd7b (frizzled class receptor 7b, fz13), fzd7b (frizzled class receptor 7b, wu:fb38g02), fzd7b (frizzled class receptor 7b, wu:fc44b09), fzd7b (frizzled class receptor 7b, zg13)",ZDB-GENE-990603-12,ZDB-GENE-990415-229,ENSDARG00000004256,ENSDARG00000027589,secreted,cell membrane
CDB15:0001572,wnt1 fzd1,wnt1,fzd1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-wnt1%20fzd1-based-on-Pubmed-ID-21752258-in-zebrafish,"wnt1 (wingless-type MMTV integration site family, member 1, etID22400.23), wnt1 (wingless-type MMTV integration site family, member 1, int-1), wnt1 (wingless-type MMTV integration site family, member 1, sb:eu647), wnt1 (wingless-type MMTV integration site family, member 1, zgc:194464), wnt1 (wingless-type MMTV integration site family, member 1, zgc:194478)","fzd1 (frizzled class receptor 1, fz10), fzd1 (frizzled class receptor 1, fz3), fzd1 (frizzled class receptor 1, zg03), fzd1 (frizzled class receptor 1, zg10), fzd1 (frizzled class receptor 1, zgc:194761), fzd1 (frizzled class receptor 1, zgc:194774)",ZDB-GENE-980526-526,ZDB-GENE-990415-219,ENSDARG00000055554,ENSDARG00000106062,secreted,cell membrane
CDB15:0001574,wnt1 fzd5,wnt1,fzd5,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-wnt1%20fzd5-based-on-Pubmed-ID-28733458-in-zebrafish,"wnt1 (wingless-type MMTV integration site family, member 1, etID22400.23), wnt1 (wingless-type MMTV integration site family, member 1, int-1), wnt1 (wingless-type MMTV integration site family, member 1, sb:eu647), wnt1 (wingless-type MMTV integration site family, member 1, zgc:194464), wnt1 (wingless-type MMTV integration site family, member 1, zgc:194478)","fzd5 (frizzled class receptor 5, fz2), fzd5 (frizzled class receptor 5, Fz5), fzd5 (frizzled class receptor 5, fz8c), fzd5 (frizzled class receptor 5, fzd8c), fzd5 (frizzled class receptor 5, zg02)",ZDB-GENE-980526-526,ZDB-GENE-990415-218,ENSDARG00000055554,ENSDARG00000025420,secreted,cell membrane
CDB15:0001575,wnt1 fzd7b,wnt1,fzd7b,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-wnt1%20fzd7b-based-on-Pubmed-ID-28733458-in-zebrafish,"wnt1 (wingless-type MMTV integration site family, member 1, etID22400.23), wnt1 (wingless-type MMTV integration site family, member 1, int-1), wnt1 (wingless-type MMTV integration site family, member 1, sb:eu647), wnt1 (wingless-type MMTV integration site family, member 1, zgc:194464), wnt1 (wingless-type MMTV integration site family, member 1, zgc:194478)","fzd7b (frizzled class receptor 7b, fb38g02), fzd7b (frizzled class receptor 7b, fc44b09), fzd7b (frizzled class receptor 7b, fz13), fzd7b (frizzled class receptor 7b, wu:fb38g02), fzd7b (frizzled class receptor 7b, wu:fc44b09), fzd7b (frizzled class receptor 7b, zg13)",ZDB-GENE-980526-526,ZDB-GENE-990415-229,ENSDARG00000055554,ENSDARG00000027589,secreted,cell membrane
CDB15:0001576,wnt1 fzd8a,wnt1,fzd8a,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-wnt1%20fzd8a-based-on-Pubmed-ID-28733458-in-zebrafish,"wnt1 (wingless-type MMTV integration site family, member 1, etID22400.23), wnt1 (wingless-type MMTV integration site family, member 1, int-1), wnt1 (wingless-type MMTV integration site family, member 1, sb:eu647), wnt1 (wingless-type MMTV integration site family, member 1, zgc:194464), wnt1 (wingless-type MMTV integration site family, member 1, zgc:194478)","fzd8a (frizzled class receptor 8a, fz5), fzd8a (frizzled class receptor 8a, fz8a), fzd8a (frizzled class receptor 8a, fzc), fzd8a (frizzled class receptor 8a, wu:fd02c05), fzd8a (frizzled class receptor 8a, zfzc), fzd8a (frizzled class receptor 8a, zg05)",ZDB-GENE-980526-526,ZDB-GENE-000328-3,ENSDARG00000055554,ENSDARG00000045444,secreted,cell membrane
CDB15:0001577,wnt1 lrp5,wnt1,lrp5,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-wnt1%20lrp5-based-on-Pubmed-ID-11336703,%2033545636-in-zebrafish","wnt1 (wingless-type MMTV integration site family, member 1, etID22400.23), wnt1 (wingless-type MMTV integration site family, member 1, int-1), wnt1 (wingless-type MMTV integration site family, member 1, sb:eu647), wnt1 (wingless-type MMTV integration site family, member 1, zgc:194464), wnt1 (wingless-type MMTV integration site family, member 1, zgc:194478)","lrp5 (low density lipoprotein receptor-related protein 5, LRP6)",ZDB-GENE-980526-526,ZDB-GENE-050518-2,ENSDARG00000055554,ENSDARG00000006921,secreted,cell membrane
CDB15:0001578,wnt1 lrp6,wnt1,lrp6,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-wnt1%20lrp6-based-on-Pubmed-ID-11029007,%2020713706,%2033545636-in-zebrafish","wnt1 (wingless-type MMTV integration site family, member 1, etID22400.23), wnt1 (wingless-type MMTV integration site family, member 1, int-1), wnt1 (wingless-type MMTV integration site family, member 1, sb:eu647), wnt1 (wingless-type MMTV integration site family, member 1, zgc:194464), wnt1 (wingless-type MMTV integration site family, member 1, zgc:194478)",lrp6,ZDB-GENE-980526-526,ZDB-GENE-090821-1,ENSDARG00000055554,ENSDARG00000100143,secreted,cell membrane
CDB15:0001579,wnt1 ryk,wnt1,ryk,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-wnt1%20ryk-based-on-Pubmed-ID-15454084,%2016116452-in-zebrafish","wnt1 (wingless-type MMTV integration site family, member 1, etID22400.23), wnt1 (wingless-type MMTV integration site family, member 1, int-1), wnt1 (wingless-type MMTV integration site family, member 1, sb:eu647), wnt1 (wingless-type MMTV integration site family, member 1, zgc:194464), wnt1 (wingless-type MMTV integration site family, member 1, zgc:194478)","ryk (receptor like tyrosine kinase, wu:fb37b12), ryk (receptor like tyrosine kinase, wu:fi05b06), ryk (receptor like tyrosine kinase, zgc:158381)",ZDB-GENE-980526-526,ZDB-GENE-070209-277,ENSDARG00000055554,ENSDARG00000007231,secreted,cell membrane
CDB15:0001580,wnt2 fzd1,wnt2,fzd1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-wnt2%20fzd1-based-on-Pubmed-ID-10557084-in-zebrafish,"wnt2 (wingless-type MMTV integration site family member 2, etID309852.18), wnt2 (wingless-type MMTV integration site family member 2, ZfWnt2)","fzd1 (frizzled class receptor 1, fz10), fzd1 (frizzled class receptor 1, fz3), fzd1 (frizzled class receptor 1, zg03), fzd1 (frizzled class receptor 1, zg10), fzd1 (frizzled class receptor 1, zgc:194761), fzd1 (frizzled class receptor 1, zgc:194774)",ZDB-GENE-980526-416,ZDB-GENE-990415-219,ENSDARG00000041117,ENSDARG00000106062,secreted,cell membrane
CDB15:0001581,wnt2 fzd5,wnt2,fzd5,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-wnt2%20fzd5-based-on-Pubmed-ID-11092808-in-zebrafish,"wnt2 (wingless-type MMTV integration site family member 2, etID309852.18), wnt2 (wingless-type MMTV integration site family member 2, ZfWnt2)","fzd5 (frizzled class receptor 5, fz2), fzd5 (frizzled class receptor 5, Fz5), fzd5 (frizzled class receptor 5, fz8c), fzd5 (frizzled class receptor 5, fzd8c), fzd5 (frizzled class receptor 5, zg02)",ZDB-GENE-980526-416,ZDB-GENE-990415-218,ENSDARG00000041117,ENSDARG00000025420,secreted,cell membrane
CDB15:0001582,wnt2 fzd8a,wnt2,fzd8a,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-wnt2%20fzd8a-based-on-Pubmed-ID-23815780-in-zebrafish,"wnt2 (wingless-type MMTV integration site family member 2, etID309852.18), wnt2 (wingless-type MMTV integration site family member 2, ZfWnt2)","fzd8a (frizzled class receptor 8a, fz5), fzd8a (frizzled class receptor 8a, fz8a), fzd8a (frizzled class receptor 8a, fzc), fzd8a (frizzled class receptor 8a, wu:fd02c05), fzd8a (frizzled class receptor 8a, zfzc), fzd8a (frizzled class receptor 8a, zg05)",ZDB-GENE-980526-416,ZDB-GENE-000328-3,ENSDARG00000041117,ENSDARG00000045444,secreted,cell membrane
