Interaction ID,LR Pair,Ligand_gene,Receptor_gene,Evidence,AI summary,Ligand_aliases,Receptor_aliases,Ligand XEN ID,Receptor XEN ID,Ligand ENSEMBL ID,Receptor ENSEMBL ID,Human Ligand Symbols,Human Receptor Symbols,Ligand Location,Receptor Location
CDB20:0002770,mhc1-uda vcam1,mhc1-uda,vcam1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-mhc1-uda%20vcam1-based-on-Pubmed-ID-27455421-in-frog,"mhc1-uda (LOC100127707, XB5873923, LOC108711789, class Ib16004, LOC121402286)",vcam1,XB-GENE-5873924,XB-GENE-492444,ENSXETG00000035146,ENSXETG00000013241,HLA-F,"KIR3DL1 (KIR, cl-2, NKB1, cl-11, nkat3, NKB1B, AMB11, CD158e1/2, CD158E1, CD158e2)",cell membrane,cell membrane
CDB20:0002771,mhc1-uda vcam1,mhc1-uda,vcam1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-mhc1-uda%20vcam1-based-on-Pubmed-ID-27455421-in-frog,"mhc1-uda (LOC100127707, XB5873923, LOC108711789, class Ib16004, LOC121402286)",vcam1,XB-GENE-5873924,XB-GENE-492444,ENSXETG00000035146,ENSXETG00000013241,HLA-F,"KIR3DL2 (cl-5, nkat4, nkat4a, nkat4b, CD158K)",cell membrane,cell membrane
CDB20:0002772,mhc1-uda vcam1,mhc1-uda,vcam1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-mhc1-uda%20vcam1-based-on-Pubmed-ID-11169396-in-frog,"mhc1-uda (LOC100127707, XB5873923, LOC108711789, class Ib16004, LOC121402286)",vcam1,XB-GENE-5873924,XB-GENE-492444,ENSXETG00000035146,ENSXETG00000013241,HLA-F,"LILRB1 (LIR-1, ILT2, MIR-7, CD85, LIR1, CD85j, PIRB, PIR-B)",cell membrane,cell membrane
CDB20:0002773,mhc1-uda vcam1,mhc1-uda,vcam1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-mhc1-uda%20vcam1-based-on-Pubmed-ID-11169396-in-frog,"mhc1-uda (LOC100127707, XB5873923, LOC108711789, class Ib16004, LOC121402286)",vcam1,XB-GENE-5873924,XB-GENE-492444,ENSXETG00000035146,ENSXETG00000013241,HLA-F,"LILRB2 (LIR-2, ILT4, MIR-10, LIR2, CD85d, MIR10)",cell membrane,cell membrane
CDB20:0002774,hmgb1 havcr1,hmgb1,havcr1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-hmgb1%20havcr1-based-on-Pubmed-ID-22842346-in-frog,"hmgb1 (HMG1, hmg3, sbp-1, hmg-1, LOC108709952)",havcr1 (LOC432271),XB-GENE-1001206,XB-GENE-5867518,ENSXETG00000019166,ENSXETG00000026528,"HMGB1 (HMG1, HMG3, SBP-1, DKFZp686A04236)","HAVCR2 (Tim-3, TIM3, FLJ14428, TIMD3, CD366)","secreted, cell membrane",cell membrane
CDB20:0002775,masp2 rhoa.2,masp2,rhoa.2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-masp2%20rhoa.2-based-on-Pubmed-ID-27294203-in-frog,masp2 (masp-2),rhoa.2 (arha),XB-GENE-1007491,XB-GENE-1019548,ENSXETG00000006314,ENSXETG00000009241,HP,"CD163 (M130, MM130, SCARI1)",secreted,cell membrane
CDB20:0002776,icam5 spn,icam5,spn,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-icam5%20spn-based-on-Pubmed-ID-1683685-in-frog,"icam5 (tlcn, telencephalin)","spn (LOC108704275, LOC108703935, spnl, lsn, cd43, galgp, gpl115, leu-22)",XB-GENE-963198,XB-GENE-22065096,ENSXETG00000027690,,"ICAM1 (BB2, CD54)","SPN (LSN, CD43, GPL115, LEU-22)","secreted, cell membrane",cell membrane
CDB20:0002778,icoslg cd28,icoslg,cd28,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-icoslg%20cd28-based-on-Pubmed-ID-21530327-in-frog,"icoslg (ailim, cd278, cvid1)",cd28,XB-GENE-25874671,XB-GENE-489232,ENSXETG00000047833,ENSXETG00000033572,"ICOSLG (ICOSL, KIAA0653, GL50, B7-H2, B7RP-1, B7H2, B7RP1, ICOS-L, CD275, B7h)",CD28,cell membrane,cell membrane
CDB20:0002779,icoslg ctla4,icoslg,ctla4,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-icoslg%20ctla4-based-on-Pubmed-ID-21530327-in-frog,"icoslg (ailim, cd278, cvid1)",ctla4,XB-GENE-25874671,XB-GENE-483036,ENSXETG00000047833,ENSXETG00000036858,"ICOSLG (ICOSL, KIAA0653, GL50, B7-H2, B7RP-1, B7H2, B7RP1, ICOS-L, CD275, B7h)","CTLA4 (CELIAC3, IDDM12, CD152, CD, GSE, CTLA-4)",cell membrane,cell membrane
CDB20:0002780,icos icoslg,icos,icoslg,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-icos%20icoslg-based-on-Pubmed-ID-23275603-in-frog,"icos (LOC100493997, LOC108701862)","icoslg (ailim, cd278, cvid1)",XB-GENE-25874664,XB-GENE-25874671,ENSXETG00000040525,ENSXETG00000047833,"ICOS (AILIM, CD278)","ICOSLG (ICOSL, KIAA0653, GL50, B7-H2, B7RP-1, B7H2, B7RP1, ICOS-L, CD275, B7h)","secreted, cell membrane",cell membrane
CDB20:0002781,icoslg icos,icoslg,icos,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-icoslg%20icos-based-on-Pubmed-ID-10617205-in-frog,"icoslg (ailim, cd278, cvid1)","icos (LOC100493997, LOC108701862)",XB-GENE-25874671,XB-GENE-25874664,ENSXETG00000047833,ENSXETG00000040525,"ICOSLG (ICOSL, KIAA0653, GL50, B7-H2, B7RP-1, B7H2, B7RP1, ICOS-L, CD275, B7h)","ICOS (AILIM, CD278)",cell membrane,cell membrane
CDB20:0002788,igsf11 vsir,igsf11,vsir,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-igsf11%20vsir-based-on-Pubmed-ID-30220083-in-frog,"igsf11 (LOC108708875, LOC108707821)",vsir (c10orf54),XB-GENE-953808,XB-GENE-946677,ENSXETG00000046220,ENSXETG00000024966,"IGSF11 (BT-IgSF, MGC35227, Igsf13, VSIG3, CT119)","VSIR (C10orf54, SISP1, GI24, B7-H5, B7H5, VISTA, PD-1H, Dies1)",cell membrane,cell membrane
CDB20:0002789,il17c il17ra,il17c,il17ra,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-il17c%20il17ra-based-on-Pubmed-ID-21993848-in-frog,il17c,"il17ra (cd217, cdw217, il-17ra, il17r, LOC108712256)",XB-GENE-959427,XB-GENE-6459863,ENSXETG00000017433,ENSXETG00000030687,"IL17C (IL-17C, CX2, IL-21, MGC126884, MGC138401)","IL17RA (IL17R, hIL-17R, IL-17RA, CDw217, CD217)",secreted,cell membrane
CDB20:0002790,il17c il17re,il17c,il17re,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-il17c%20il17re-based-on-Pubmed-ID-21993848-in-frog,il17c,il17re (LOC108714710),XB-GENE-959427,XB-GENE-6462867,ENSXETG00000017433,ENSXETG00000038092,"IL17C (IL-17C, CX2, IL-21, MGC126884, MGC138401)",IL17RE (FLJ23658),secreted,cell membrane
CDB20:0002791,il1rapl1 ptprd,il1rapl1,ptprd,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-il1rapl1%20ptprd-based-on-Pubmed-ID-21926414-in-frog,il1rapl1 (LOC108707447),"ptprd (XPTP-D, PTPD, ptpdelta, rptpdelta)",XB-GENE-483261,XB-GENE-478374,ENSXETG00000039348,ENSXETG00000011833,"IL1RAPL1 (IL1RAPL, MRX34, MRX21, MRX10, OPHN4, TIGIRR-2, IL1R8, IL1RAPL-1)","PTPRD (PTPD, HPTP)",cell membrane,cell membrane
CDB20:0002794,il34 ptprz1,il34,ptprz1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-il34%20ptprz1-based-on-Pubmed-ID-23744080-in-frog,il34 (IL-34),"ptprz1 (xrptpb, xrptp-b, xrptp-beta, xrptp beta, rptpb, rptp-b, rptp-beta, rptp beta)",XB-GENE-22041720,XB-GENE-1011831,ENSXETG00000043373,ENSXETG00000022735,"IL34 (C16orf77, MGC34647, IL-34)","PTPRZ1 (PTPZ, PTPRZ, PTP18, RPTPB, phosphacan)",secreted,cell membrane
CDB20:0002797,inhba acvr1c,inhba,acvr1c,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-inhba%20acvr1c-based-on-Pubmed-ID-15196700-in-frog,"inhba (activin A, edf, frp)",acvr1c (ALK7),XB-GENE-491002,XB-GENE-487108,ENSXETG00000001861,ENSXETG00000010381,INHBA,"ACVR1C (ALK7, ACVRLK7)",secreted,cell membrane
CDB20:0002798,jag1 c4bpa,jag1,c4bpa,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-jag1%20c4bpa-based-on-Pubmed-ID-23086448-in-frog,"jag1 (X-Serrate-1, jagged1, serrate, serrate-1)","c4bpa (arc1, prp, c4bp)",XB-GENE-485662,XB-GENE-1014581,ENSXETG00000002340,ENSXETG00000025047,"JAG1 (AGS, JAGL1, AHD, AWS, HJ1, CD339)","CD46 (MIC10, MCP, TRA2.10, MGC26544, TLX)",cell membrane,cell membrane
CDB20:0002799,jam2 tstd1,jam2,tstd1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-jam2%20tstd1-based-on-Pubmed-ID-25119047-in-frog,jam2,"tstd1 (kat, LOC121397271)",XB-GENE-493973,XB-GENE-6455247,ENSXETG00000013609,ENSXETG00000047213,"JAM2 (C21orf43, VE-JAM, JAM-B, JAMB, CD322, JAM-2)","F11R (JAM1, PAM-1, JCAM, JAM-1, JAM-A, JAMA, CD321)",cell membrane,cell membrane
CDB20:0002800,jam2 jam3,jam2,jam3,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-jam2%20jam3-based-on-Pubmed-ID-12070135,%2016093349,%2024357068-in-frog",jam2,jam3 (LOC108696377),XB-GENE-493973,XB-GENE-921379,ENSXETG00000013609,ENSXETG00000040710,"JAM2 (C21orf43, VE-JAM, JAM-B, JAMB, CD322, JAM-2)","JAM3 (JAM-C, JAMC, JAM-3)",cell membrane,cell membrane
CDB20:0002801,jam3 jam2,jam3,jam2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-jam3%20jam2-based-on-Pubmed-ID-24357068-in-frog,jam3 (LOC108696377),jam2,XB-GENE-921379,XB-GENE-493973,ENSXETG00000040710,ENSXETG00000013609,"JAM3 (JAM-C, JAMC, JAM-3)","JAM2 (C21orf43, VE-JAM, JAM-B, JAMB, CD322, JAM-2)","secreted, cell membrane",cell membrane
CDB20:0002804,kmt2e trem2,kmt2e,trem2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-kmt2e%20trem2-based-on-Pubmed-ID-23958951-in-frog,kmt2e,trem2,XB-GENE-976589,XB-GENE-922281,ENSXETG00000025679,ENSXETG00000032041,"KMT2E (MLL5, HDCMC04P, SETD5B)","NCR2 (LY95, NK-p44, CD336)",cell membrane,cell membrane
CDB20:0002805,l1cam alcam,l1cam,alcam,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-l1cam%20alcam-based-on-Pubmed-ID-22983139-in-frog,l1cam,"alcam (cd166, DM-GRASP, MGC83026)",XB-GENE-5914700,XB-GENE-491704,ENSXETG00000000719,ENSXETG00000016124,"L1CAM (HSAS1, SPG1, HSAS, MASA, MIC5, S10, CD171, NCAM-L1, CAML1)","ALCAM (CD166, MEMD)","secreted, cell membrane",cell membrane
CDB20:0002806,lama2 dag1,lama2,dag1,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-lama2%20dag1-based-on-Pubmed-ID-16709410,%2027526028-in-frog",lama2 (LOC108716137),"dag1 (nos1, xcat-2, xnos1, xcat2)",XB-GENE-953878,XB-GENE-868377,ENSXETG00000014905,ENSXETG00000005928,LAMA2 (LAMM),"DAG1 (A3a, 156DAG, AGRNR, DAG)",secreted,cell membrane
CDB20:0002807,leap2 ghsr,leap2,ghsr,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-leap2%20ghsr-based-on-Pubmed-ID-29233536-in-frog,leap2,ghsr,XB-GENE-972506,XB-GENE-484475,ENSXETG00000030080,ENSXETG00000023610,LEAP2 (LEAP-2),"GHSR (GHS-R1a, GHS-R, GHSR-1a)",secreted,cell membrane
CDB20:0002808,lgals1 cd69,lgals1,cd69,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-lgals1%20cd69-based-on-Pubmed-ID-24752896-in-frog,"lgals1 (galectin 1a, galectin 1, xgalectin-Ia, Galectin-Ia, lgals1.1, Xgalectin-Ib, Galectin-1)",cd69 (LOC101732585),XB-GENE-971978,XB-GENE-29086219,ENSXETG00000015995,ENSXETG00000037927,LGALS1 (GBP),CD69 (CLEC2C),secreted,cell membrane
CDB20:0002809,lgals1 itgb1,lgals1,itgb1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-lgals1%20itgb1-based-on-Pubmed-ID-14550305-in-frog,"lgals1 (galectin 1a, galectin 1, xgalectin-Ia, Galectin-Ia, lgals1.1, Xgalectin-Ib, Galectin-1)","itgb1 (cd29, fnrb, mdf2, vlab, gpiia, msk12, vla-beta, Beta 1 integrin, itgb1-a, itgb1-b)",XB-GENE-971978,XB-GENE-946725,ENSXETG00000015995,ENSXETG00000026716,LGALS1 (GBP),"ITGB1 (FNRB, MSK12, MDF2, CD29, GPIIA)",secreted,cell membrane
CDB20:0002810,lgals1 ptprc,lgals1,ptprc,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-lgals1%20ptprc-based-on-Pubmed-ID-10369126-in-frog,"lgals1 (galectin 1a, galectin 1, xgalectin-Ia, Galectin-Ia, lgals1.1, Xgalectin-Ib, Galectin-1)","ptprc (cd45, LOC495208)",XB-GENE-971978,XB-GENE-981257,ENSXETG00000015995,ENSXETG00000000316,LGALS1 (GBP),"PTPRC (CD45, LCA, T200, GP180, LY5, B220, CD45R)",secreted,cell membrane
CDB20:0002811,lgals3 lag3,lgals3,lag3,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-lgals3%20lag3-based-on-Pubmed-ID-25691328-in-frog,"lgals3 (galectin 3, palectin-3, galectin-3, Xgalaectin-VIIa, Xgalaectin-VIIb)","lag3 (LOC101731673,  loc108696058,  loc108697152)",XB-GENE-983743,XB-GENE-22201046,ENSXETG00000036683,,"LGALS3 (LGALS2, MAC-2, GALIG)",LAG3 (CD223),secreted,cell membrane
CDB20:0002812,lgals9 cd44,lgals9,cd44,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-lgals9%20cd44-based-on-Pubmed-ID-25065622-in-frog,"lgals9 (galectin-9, ecalectin, huat, lgals9a, Galectin IX)","cd44 (XCD44, lhr, mc56, mdu2, mdu3, mic4, pgp1, cdw44, cspg8, hcell, mutch-i, ecmr-iii)",XB-GENE-5813327,XB-GENE-487547,ENSXETG00000007928,ENSXETG00000007556,LGALS9 (LGALS9A),"CD44 (MIC4, MDU2, MDU3, IN, MC56, Pgp1, PGP-1, CD44R, HCELL, CSPG8, Hermes-1, CDw44, HUTCH-1, HUTCH-I, ECM-III, H-CAM)",secreted,cell membrane
CDB20:0002813,lgals9 havcr1,lgals9,havcr1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-lgals9%20havcr1-based-on-Pubmed-ID-16286920-in-frog,"lgals9 (galectin-9, ecalectin, huat, lgals9a, Galectin IX)",havcr1 (LOC432271),XB-GENE-5813327,XB-GENE-5867518,ENSXETG00000007928,ENSXETG00000026528,LGALS9 (LGALS9A),"HAVCR2 (Tim-3, TIM3, FLJ14428, TIMD3, CD366)",secreted,cell membrane
CDB20:0002814,lgi1 adam11,lgi1,adam11,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-lgi1%20adam11-based-on-Pubmed-ID-18974846-in-frog,"lgi1 (ept, etl1, epitempin)",adam11 (xMDC11),XB-GENE-954918,XB-GENE-966539,ENSXETG00000003729,ENSXETG00000003388,"LGI1 (EPT, IB1099, ETL1, EPITEMPIN)",ADAM11 (MDC),secreted,cell membrane
CDB20:0002815,lgi1 adam22,lgi1,adam22,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-lgi1%20adam22-based-on-Pubmed-ID-18974846-in-frog,"lgi1 (ept, etl1, epitempin)","adam22 (mdc2, mdc11b, LOC108719879)",XB-GENE-954918,XB-GENE-957019,ENSXETG00000003729,ENSXETG00000007431,"LGI1 (EPT, IB1099, ETL1, EPITEMPIN)",ADAM22 (MDC2),secreted,cell membrane
CDB20:0002816,lgi1 adam23,lgi1,adam23,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-lgi1%20adam23-based-on-Pubmed-ID-18974846-in-frog,"lgi1 (ept, etl1, epitempin)","adam23 (LOC108701467, LOC108702289)",XB-GENE-954918,XB-GENE-988267,ENSXETG00000003729,ENSXETG00000010118,"LGI1 (EPT, IB1099, ETL1, EPITEMPIN)",ADAM23 (MDC3),secreted,cell membrane
CDB20:0002817,lgi2 adam11,lgi2,adam11,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-lgi2%20adam11-based-on-Pubmed-ID-20220021-in-frog,lgi2,adam11 (xMDC11),XB-GENE-995134,XB-GENE-966539,ENSXETG00000002120,ENSXETG00000003388,"LGI2 (KIAA1916, FLJ10675)",ADAM11 (MDC),secreted,cell membrane
CDB20:0002818,lgi2 adam22,lgi2,adam22,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-lgi2%20adam22-based-on-Pubmed-ID-21829378-in-frog,lgi2,"adam22 (mdc2, mdc11b, LOC108719879)",XB-GENE-995134,XB-GENE-957019,ENSXETG00000002120,ENSXETG00000007431,"LGI2 (KIAA1916, FLJ10675)",ADAM22 (MDC2),secreted,cell membrane
CDB20:0002819,lgi2 adam23,lgi2,adam23,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-lgi2%20adam23-based-on-Pubmed-ID-21829378-in-frog,lgi2,"adam23 (LOC108701467, LOC108702289)",XB-GENE-995134,XB-GENE-988267,ENSXETG00000002120,ENSXETG00000010118,"LGI2 (KIAA1916, FLJ10675)",ADAM23 (MDC3),secreted,cell membrane
CDB20:0002820,lgi1 adam22,lgi1,adam22,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-lgi1%20adam22-based-on-Pubmed-ID-20220021-in-frog,"lgi1 (ept, etl1, epitempin)","adam22 (mdc2, mdc11b, LOC108719879)",XB-GENE-954918,XB-GENE-957019,ENSXETG00000003729,ENSXETG00000007431,LGI3,ADAM22 (MDC2),secreted,cell membrane
CDB20:0002821,lgi1 adam23,lgi1,adam23,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-lgi1%20adam23-based-on-Pubmed-ID-20220021,%2022405860,%2038194969-in-frog","lgi1 (ept, etl1, epitempin)","adam23 (LOC108701467, LOC108702289)",XB-GENE-954918,XB-GENE-988267,ENSXETG00000003729,ENSXETG00000010118,LGI3,ADAM23 (MDC3),secreted,cell membrane
CDB20:0002822,lgi4 adam11,lgi4,adam11,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-lgi4%20adam11-based-on-Pubmed-ID-18974846,%2020220021-in-frog",lgi4 (lgil3),adam11 (xMDC11),XB-GENE-1013883,XB-GENE-966539,ENSXETG00000016869,ENSXETG00000003388,LGI4,ADAM11 (MDC),secreted,cell membrane
CDB20:0002823,lgi4 adam22,lgi4,adam22,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-lgi4%20adam22-based-on-Pubmed-ID-18974846,%2020220021-in-frog",lgi4 (lgil3),"adam22 (mdc2, mdc11b, LOC108719879)",XB-GENE-1013883,XB-GENE-957019,ENSXETG00000016869,ENSXETG00000007431,LGI4,ADAM22 (MDC2),secreted,cell membrane
CDB20:0002824,lgi4 adam23,lgi4,adam23,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-lgi4%20adam23-based-on-Pubmed-ID-18974846,%2020220021-in-frog",lgi4 (lgil3),"adam23 (LOC108701467, LOC108702289)",XB-GENE-1013883,XB-GENE-988267,ENSXETG00000016869,ENSXETG00000010118,LGI4,ADAM23 (MDC3),secreted,cell membrane
CDB20:0002825,lrfn3 lrfn3,lrfn3,lrfn3,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-lrfn3%20lrfn3-based-on-Pubmed-ID-18227064-in-frog,lrfn3 (LOC108698591),lrfn3 (LOC108698591),XB-GENE-923381,XB-GENE-923381,ENSXETG00000009607,ENSXETG00000009607,"LRFN3 (MGC2656, SALM4, FIGLER1)","LRFN3 (MGC2656, SALM4, FIGLER1)",cell membrane,cell membrane
CDB20:0002826,lrfn5 lrfn5,lrfn5,lrfn5,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-lrfn5%20lrfn5-based-on-Pubmed-ID-18227064-in-frog,lrfn5,lrfn5,XB-GENE-923445,XB-GENE-923445,ENSXETG00000021492,ENSXETG00000021492,"LRFN5 (C14orf146, FIGLER8, SALM5)","LRFN5 (C14orf146, FIGLER8, SALM5)",cell membrane,cell membrane
CDB20:0002827,lrrc4b ptprd,lrrc4b,ptprd,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-lrrc4b%20ptprd-based-on-Pubmed-ID-20139422,%2023345436-in-frog","lrrc4b (LOC108705063, LOC108697839)","ptprd (XPTP-D, PTPD, ptpdelta, rptpdelta)",XB-GENE-5945982,XB-GENE-478374,ENSXETG00000041338,ENSXETG00000011833,"LRRC4B (LRIG4, DKFZp761A179, HSM, NGL-3)","PTPRD (PTPD, HPTP)",cell membrane,cell membrane
CDB20:0002828,lrrc4b ptprf,lrrc4b,ptprf,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-lrrc4b%20ptprf-based-on-Pubmed-ID-19252495,%2020139422,%2023345436-in-frog","lrrc4b (LOC108705063, LOC108697839)","ptprf (XPTP-LAR, LAR, bnah2)",XB-GENE-5945982,XB-GENE-495325,ENSXETG00000041338,ENSXETG00000002257,"LRRC4B (LRIG4, DKFZp761A179, HSM, NGL-3)",PTPRF (LAR),cell membrane,cell membrane
CDB20:0002829,lrrc4b ptprs,lrrc4b,ptprs,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-lrrc4b%20ptprs-based-on-Pubmed-ID-20139422,%2023345436,%2029934346-in-frog","lrrc4b (LOC108705063, LOC108697839)","ptprs (cryp-a, ptpsigma, LOC108711853)",XB-GENE-5945982,XB-GENE-478236,ENSXETG00000041338,ENSXETG00000005350,"LRRC4B (LRIG4, DKFZp761A179, HSM, NGL-3)","PTPRS (PTPsigma, PTP-sigma)",cell membrane,cell membrane
CDB20:0002830,gfi1b gfi1b,gfi1b,gfi1b,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-gfi1b%20gfi1b-based-on-Pubmed-ID-15905546-in-frog,"gfi1b (znf544, zinc finger protein 544)","gfi1b (znf544, zinc finger protein 544)",XB-GENE-944426,XB-GENE-944426,ENSXETG00000006263,ENSXETG00000006263,"LY9 (CD229, mLY9, SLAMF3, hly9)","LY9 (CD229, mLY9, SLAMF3, hly9)","secreted, cell membrane",cell membrane
CDB20:0002831,mcam mcam,mcam,mcam,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-mcam%20mcam-based-on-Pubmed-ID-17982057-in-frog,mcam,mcam,XB-GENE-1002617,XB-GENE-1002617,ENSXETG00000021591,ENSXETG00000021591,"MCAM (MUC18, CD146, MelCAM, METCAM, HEMCAM)","MCAM (MUC18, CD146, MelCAM, METCAM, HEMCAM)",cell membrane,cell membrane
CDB20:0002832,mdk notch2,mdk,notch2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-mdk%20notch2-based-on-Pubmed-ID-18469519-in-frog,"mdk (midkine, negf2, PTF-alpha-1, PTF-alpha-2, mdk-b, mdk-a, ptf-b, ptf-beta, ptf-a, ptf-alpha)",notch2 (ags2),XB-GENE-488502,XB-GENE-6046917,ENSXETG00000001967,ENSXETG00000017225,"MDK (NEGF2, MK, FLJ27379)",NOTCH2,secreted,cell membrane
CDB20:0002835,mif cd74,mif,cd74,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-mif%20cd74-based-on-Pubmed-ID-12782713,%2026039541-in-frog",mif (mmif),cd74,XB-GENE-487448,XB-GENE-922847,ENSXETG00000030275,ENSXETG00000011877,"MIF (GLIF, GIF)","CD74 (DHLAG, CLIP)",secreted,cell membrane
CDB20:0002836,mif cxcr2,mif,cxcr2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-mif%20cxcr2-based-on-Pubmed-ID-17435771-in-frog,mif (mmif),cxcr2,XB-GENE-487448,XB-GENE-22068325,ENSXETG00000030275,ENSXETG00000048756,"MIF (GLIF, GIF)","CXCR2 (IL8RB, CMKAR2, CD182)",secreted,cell membrane
CDB20:0002837,mif cxcr4,mif,cxcr4,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-mif%20cxcr4-based-on-Pubmed-ID-17435771-in-frog,mif (mmif),"cxcr4 (xcxcr4, fb22, hm89, lap3, lcr1, npyr, cd184, lestr, npy3r, npyrl, hsy3rr, npyy3r, cxcr4-a, cxcr4-b)",XB-GENE-487448,XB-GENE-489917,ENSXETG00000030275,ENSXETG00000041940,"MIF (GLIF, GIF)","CXCR4 (LESTR, NPY3R, HM89, NPYY3R, D2S201E, fusin, HSY3RR, NPYR, CD184)",secreted,cell membrane
